from_id,to_id,mode,intra_or_inter,reason,distance_km,time_base_min,time_min,cost_base_rs,cost_rs,region_from,region_to
YKA_MMTS,DQR_MMTS,mmts,intra,South_corridor,0.7535785770079154,4.507157154015831,6.310020015622163,6.559493616097705,6.559493616097705,R2,R2
DQR_MMTS,YKA_MMTS,mmts,intra,South_corridor,0.7535785770079154,4.507157154015831,6.310020015622163,6.559493616097705,6.559493616097705,R2,R2
DQR_MMTS,FM_MMTS,mmts,intra,South_corridor,4.097572759365488,11.195145518730977,15.673203726223369,11.92660427878161,11.92660427878161,R2,R2
FM_MMTS,DQR_MMTS,mmts,intra,South_corridor,4.097572759365488,11.195145518730977,15.673203726223369,11.92660427878161,11.92660427878161,R2,R2
FM_MMTS,NSVP_MMTS,mmts,intra,South_corridor,4.134730252138739,11.269460504277475,15.777244705988467,11.986242054682675,11.986242054682675,R2,R2
NSVP_MMTS,FM_MMTS,mmts,intra,South_corridor,4.134730252138739,11.269460504277475,15.777244705988467,11.986242054682675,11.986242054682675,R2,R2
NSVP_MMTS,BDVL_MMTS,mmts,intra,South_corridor,2.0192434547927185,7.038486909585437,9.853881673419613,8.590885744942314,8.590885744942314,R2,R2
BDVL_MMTS,NSVP_MMTS,mmts,intra,South_corridor,2.0192434547927185,7.038486909585437,9.853881673419613,8.590885744942314,8.590885744942314,R2,R2
SC_MMTS,LGDH_MMTS,mmts,intra,North_corridor,2.5868459117113214,8.173691823422644,10.625799370449435,9.501887688296671,9.501887688296671,R1,R1
LGDH_MMTS,SC_MMTS,mmts,intra,North_corridor,2.5868459117113214,8.173691823422644,10.625799370449435,9.501887688296671,9.501887688296671,R1,R1
LGDH_MMTS,DYE_MMTS,mmts,intra,North_corridor,1.8959757282346,6.7919514564692,8.82953689340996,8.393041043816535,8.393041043816535,R1,R1
DYE_MMTS,LGDH_MMTS,mmts,intra,North_corridor,1.8959757282346,6.7919514564692,8.82953689340996,8.393041043816535,8.393041043816535,R1,R1
DYE_MMTS,SFX_MMTS,mmts,intra,North_corridor,0.5729475427502937,4.145895085500587,5.389663611150763,6.269580806114222,6.269580806114222,R1,R1
SFX_MMTS,DYE_MMTS,mmts,intra,North_corridor,0.5729475427502937,4.145895085500587,5.389663611150763,6.269580806114222,6.269580806114222,R1,R1
SFX_MMTS,RKO_MMTS,mmts,intra,North_corridor,1.7433130015717535,6.486626003143508,8.43261380408656,8.148017367522666,8.148017367522666,R1,R1
RKO_MMTS,SFX_MMTS,mmts,intra,North_corridor,1.7433130015717535,6.486626003143508,8.43261380408656,8.148017367522666,8.148017367522666,R1,R1
RKO_MMTS,AMQ_MMTS,mmts,intra,North_corridor,1.1418748477184462,5.283749695436892,6.86887460406796,7.182709130588107,7.182709130588107,R1,R1
AMQ_MMTS,RKO_MMTS,mmts,intra,North_corridor,1.1418748477184462,5.283749695436892,6.86887460406796,7.182709130588107,7.182709130588107,R1,R1
AMQ_MMTS,CVB_MMTS,mmts,intra,North_corridor,1.2458621587346548,5.491724317469309,7.139241612710102,7.349608764769122,7.349608764769122,R1,R1
CVB_MMTS,AMQ_MMTS,mmts,intra,North_corridor,1.2458621587346548,5.491724317469309,7.139241612710102,7.349608764769122,7.349608764769122,R1,R1
CVB_MMTS,ALW_MMTS,mmts,intra,North_corridor,1.2415038878795457,5.483007775759091,7.127910108486819,7.342613740046671,7.342613740046671,R1,R1
